"","NEAR_FID","NEAR_DIST","NEAR_RANK","key","SITE_NAME","GIS_AREA","EPA_ID","n"
"5567",1902,38645.5087001,7,"WAUSAU GROUND WATER CONTAMINATION WGWC Marathon Electric MFG Property Parcel","WAUSAU GROUND WATER CONTAMINATION",78.7807090711,"WID980993521",1
"5568",1902,85888.0136007,5,"N.W. MAUTHE CO., INC. N. W. Mauthe Co., Inc. Approx. Property Boundary","N.W. MAUTHE CO., INC.",1.12970582235,"WID083290981",1
"5569",1902,91077.820822,5,"SCHMALZ DUMP Schmalz Dump Fenced Area","SCHMALZ DUMP",22.9663243352,"WID980820096",1
"5570",1902,98279.7872154,8,"BETTER BRITE PLATING CO. CHROME AND ZINC SHOPS BBP Co. Chrome Shop Parcel WD-145","BETTER BRITE PLATING CO. CHROME AND ZINC SHOPS",5.10876265307,"WIT560010118",1
"5571",1902,99969.6786394,8,"WPSC GREEN BAY MGP WPSC Green Bay MGP Approximate Site Location","WPSC GREEN BAY MGP",24.645428,"WIN000509948",1
"5572",1902,101504.010155,9,"WPSC OSHKOSH MGP Former MGP Site Boundary","WPSC OSHKOSH MGP",14.6729724477,"WIN000509947",1
"5573",1902,128462.81384,7,"LEMBERGER LANDFILL, INC. Lemberger Landfill, Inc.Site Boundary","LEMBERGER LANDFILL, INC.",51.6278926162,"WID980901243",1
"5574",1902,128661.480668,7,"LEMBERGER TRANSPORT & RECYCLING Lemberger Transport & Recycling Site","LEMBERGER TRANSPORT & RECYCLING",85.1670999786,"WID056247208",1
"5575",1902,145111.873098,8,"WPSC MANITOWOC MGP WPSC Manitowoc MGP OU2 River Sediments","WPSC MANITOWOC MGP",49.5300222547,"WIN000509949",1
"5576",1902,148041.579661,8,"WPSC TWO RIVERS MGP Approximate WPSC Property Boundary","WPSC TWO RIVERS MGP",8.09573606441,"WIN000509953",1
"5577",1902,164123.363214,10,"KOHLER CO. LANDFILL Approximate Limits of Kohler Landfill","KOHLER CO. LANDFILL",93.108751734,"WID006073225",1
"5578",1902,165860.702807,9,"WPSC CAMP MARINA MGP WPSC Camp Marina MGP OU2","WPSC CAMP MARINA MGP",4.63454090772,"WIN000510058",1
"5579",1903,32332.926334,2,"WPSC STEVENS POINT WPSC Stevens Point IC Boundary","WPSC STEVENS POINT",10.6277655752,"WIN000509983",1
"5580",1903,33212.2114942,1,"WAUSAU GROUND WATER CONTAMINATION WGWC Marathon Electric MFG Property Parcel","WAUSAU GROUND WATER CONTAMINATION",78.7807090711,"WID980993521",1
"5581",1903,55669.912217,9,"MID-STATE DISPOSAL, INC. LANDFILL Mid-State Disposal Site Property","MID-STATE DISPOSAL, INC. LANDFILL",303.639501873,"WID980823082",1
"5582",1904,35466.2466839,4,"WPSC STEVENS POINT WPSC Stevens Point IC Boundary","WPSC STEVENS POINT",10.6277655752,"WIN000509983",1
"5583",1904,37894.4212576,5,"WAUSAU GROUND WATER CONTAMINATION WGWC Marathon Electric MFG Property Parcel","WAUSAU GROUND WATER CONTAMINATION",78.7807090711,"WID980993521",1
"5584",1904,86183.9716763,6,"N.W. MAUTHE CO., INC. N. W. Mauthe Co., Inc. Approx. Property Boundary","N.W. MAUTHE CO., INC.",1.12970582235,"WID083290981",1
"5585",1904,91242.5745425,6,"SCHMALZ DUMP Schmalz Dump Fenced Area","SCHMALZ DUMP",22.9663243352,"WID980820096",1
"5586",1904,100336.586434,6,"WPSC OSHKOSH MGP Former MGP Site Boundary","WPSC OSHKOSH MGP",14.6729724477,"WIN000509947",1
"5587",1904,166040.522082,10,"WPSC CAMP MARINA MGP WPSC Camp Marina MGP OU2","WPSC CAMP MARINA MGP",4.63454090772,"WIN000510058",1
"5588",1905,34895.4476777,3,"WPSC STEVENS POINT WPSC Stevens Point IC Boundary","WPSC STEVENS POINT",10.6277655752,"WIN000509983",1
"5589",1905,37286.5858182,2,"WAUSAU GROUND WATER CONTAMINATION WGWC Marathon Electric MFG Property Parcel","WAUSAU GROUND WATER CONTAMINATION",78.7807090711,"WID980993521",1
"5590",1905,60596.3548106,10,"MID-STATE DISPOSAL, INC. LANDFILL Mid-State Disposal Site Property","MID-STATE DISPOSAL, INC. LANDFILL",303.639501873,"WID980823082",1
"5591",1905,86800.4033181,7,"N.W. MAUTHE CO., INC. N. W. Mauthe Co., Inc. Approx. Property Boundary","N.W. MAUTHE CO., INC.",1.12970582235,"WID083290981",1
"5592",1905,91846.1755661,7,"SCHMALZ DUMP Schmalz Dump Fenced Area","SCHMALZ DUMP",22.9663243352,"WID980820096",1
"5593",1905,100800.207372,8,"WPSC OSHKOSH MGP Former MGP Site Boundary","WPSC OSHKOSH MGP",14.6729724477,"WIN000509947",1
"5594",1906,34870.9789885,3,"SPICKLER LANDFILL Spickler Landfill Approx. Property Boundary","SPICKLER LANDFILL",155.410181686,"WID980902969",1
"5595",1906,47645.5428668,1,"SCRAP PROCESSING CO., INC. Approximate Scrap Procesing Co Property Line","SCRAP PROCESSING CO., INC.",25.099344007,"WID046536785",1
"5596",1906,51337.9924013,7,"MID-STATE DISPOSAL, INC. LANDFILL Mid-State Disposal Site Property","MID-STATE DISPOSAL, INC. LANDFILL",303.639501873,"WID980823082",1
"5597",1906,59340.9429392,2,"NATIONAL PRESTO INDUSTRIES, INC. National Presto Industries Property Boundary","NATIONAL PRESTO INDUSTRIES, INC.",624.565208122,"WID006196174",1
"5598",1906,60370.0264052,2,"WASTE RESEARCH & RECLAMATION CO. Waste Research & Reclamation Co. Property Boundary","WASTE RESEARCH & RECLAMATION CO.",16.507478192,"WID990829475",1
"5599",1906,63481.5304437,2,"EAU CLAIRE MUNICIPAL WELL FIELD Eau Claire Municipal Well Field Boundary","EAU CLAIRE MUNICIPAL WELL FIELD",416.169291669,"WID980820054",1
"5600",1907,35036.4581902,4,"SPICKLER LANDFILL Spickler Landfill Approx. Property Boundary","SPICKLER LANDFILL",155.410181686,"WID980902969",1
"5601",1907,48214.0716086,2,"SCRAP PROCESSING CO., INC. Approximate Scrap Procesing Co Property Line","SCRAP PROCESSING CO., INC.",25.099344007,"WID046536785",1
"5602",1907,51790.5347843,8,"MID-STATE DISPOSAL, INC. LANDFILL Mid-State Disposal Site Property","MID-STATE DISPOSAL, INC. LANDFILL",303.639501873,"WID980823082",1
"5603",1907,58663.2364876,1,"NATIONAL PRESTO INDUSTRIES, INC. National Presto Industries Property Boundary","NATIONAL PRESTO INDUSTRIES, INC.",624.565208122,"WID006196174",1
"5604",1907,59527.7033765,1,"WASTE RESEARCH & RECLAMATION CO. Waste Research & Reclamation Co. Property Boundary","WASTE RESEARCH & RECLAMATION CO.",16.507478192,"WID990829475",1
"5605",1907,62767.9312186,1,"EAU CLAIRE MUNICIPAL WELL FIELD Eau Claire Municipal Well Field Boundary","EAU CLAIRE MUNICIPAL WELL FIELD",416.169291669,"WID980820054",1
"5606",1908,37087.0476336,5,"WPSC STEVENS POINT WPSC Stevens Point IC Boundary","WPSC STEVENS POINT",10.6277655752,"WIN000509983",1
"5607",1908,45619.966069,10,"WAUSAU GROUND WATER CONTAMINATION WGWC Marathon Electric MFG Property Parcel","WAUSAU GROUND WATER CONTAMINATION",78.7807090711,"WID980993521",1
"5608",1908,78451.6133109,4,"N.W. MAUTHE CO., INC. N. W. Mauthe Co., Inc. Approx. Property Boundary","N.W. MAUTHE CO., INC.",1.12970582235,"WID083290981",1
"5609",1908,83512.7748725,4,"SCHMALZ DUMP Schmalz Dump Fenced Area","SCHMALZ DUMP",22.9663243352,"WID980820096",1
"5610",1908,92889.1403777,2,"WPSC OSHKOSH MGP Former MGP Site Boundary","WPSC OSHKOSH MGP",14.6729724477,"WIN000509947",1
"5611",1908,93263.7039925,4,"BETTER BRITE PLATING CO. CHROME AND ZINC SHOPS BBP Co. Chrome Shop Parcel WD-145","BETTER BRITE PLATING CO. CHROME AND ZINC SHOPS",5.10876265307,"WIT560010118",1
"5612",1908,95826.0191767,4,"WPSC GREEN BAY MGP WPSC Green Bay MGP Approximate Site Location","WPSC GREEN BAY MGP",24.645428,"WIN000509948",1
"5613",1908,122235.611641,4,"LEMBERGER LANDFILL, INC. Lemberger Landfill, Inc.Site Boundary","LEMBERGER LANDFILL, INC.",51.6278926162,"WID980901243",1
"5614",1908,122400.100341,4,"LEMBERGER TRANSPORT & RECYCLING Lemberger Transport & Recycling Site","LEMBERGER TRANSPORT & RECYCLING",85.1670999786,"WID056247208",1
"5615",1908,138887.725761,6,"WPSC MANITOWOC MGP WPSC Manitowoc MGP OU2 River Sediments","WPSC MANITOWOC MGP",49.5300222547,"WIN000509949",1
"5616",1908,142254.16498,6,"WPSC TWO RIVERS MGP Approximate WPSC Property Boundary","WPSC TWO RIVERS MGP",8.09573606441,"WIN000509953",1
"5617",1908,154895.172314,7,"SHEBOYGAN HARBOR & RIVER Sheboygan River Reach Locations","SHEBOYGAN HARBOR & RIVER",469.855609139,"WID980996367",1
"5618",1908,156455.172277,7,"KOHLER CO. LANDFILL Approximate Limits of Kohler Landfill","KOHLER CO. LANDFILL",93.108751734,"WID006073225",1
"5619",1908,158313.465945,7,"WPSC CAMP MARINA MGP WPSC Camp Marina MGP OU2","WPSC CAMP MARINA MGP",4.63454090772,"WIN000510058",1
"5620",1909,3873.91305794,1,"BETTER BRITE PLATING CO. CHROME AND ZINC SHOPS BBP Co. Chrome Shop Parcel WD-145","BETTER BRITE PLATING CO. CHROME AND ZINC SHOPS",5.10876265307,"WIT560010118",1
"5621",1909,4611.99959786,1,"FOX RIVER NRDA/PCB RELEASES OU5 Green Bay Area","FOX RIVER NRDA/PCB RELEASES",2271333.86957,"WI0001954841",1
"5622",1909,5779.54196921,1,"WPSC GREEN BAY MGP WPSC Green Bay MGP Approximate Site Location","WPSC GREEN BAY MGP",24.645428,"WIN000509948",1
"5623",1909,21335.6228052,1,"N.W. MAUTHE CO., INC. N. W. Mauthe Co., Inc. Approx. Property Boundary","N.W. MAUTHE CO., INC.",1.12970582235,"WID083290981",1
"5624",1909,24248.5557141,1,"SCHMALZ DUMP Schmalz Dump Fenced Area","SCHMALZ DUMP",22.9663243352,"WID980820096",1
"5625",1909,36706.5041465,1,"LEMBERGER LANDFILL, INC. Lemberger Landfill, Inc.Site Boundary","LEMBERGER LANDFILL, INC.",51.6278926162,"WID980901243",1
"5626",1909,37017.8037762,1,"LEMBERGER TRANSPORT & RECYCLING Lemberger Transport & Recycling Site","LEMBERGER TRANSPORT & RECYCLING",85.1670999786,"WID056247208",1
"5627",1909,47252.9969509,1,"ALGOMA MUNICIPAL LANDFILL Algoma Landfill Site Boundary","ALGOMA MUNICIPAL LANDFILL",31.5404558138,"WID980610380",1
"5628",1909,48718.1153377,1,"WPSC OSHKOSH MGP Former MGP Site Boundary","WPSC OSHKOSH MGP",14.6729724477,"WIN000509947",1
"5629",1909,53144.182588,1,"WPSC MANITOWOC MGP WPSC Manitowoc MGP OU2 River Sediments","WPSC MANITOWOC MGP",49.5300222547,"WIN000509949",1
"5630",1909,54705.6639519,1,"WPSC TWO RIVERS MGP Approximate WPSC Property Boundary","WPSC TWO RIVERS MGP",8.09573606441,"WIN000509953",1
"5631",1909,76626.9036071,3,"RIPON CITY LANDFILL Ripon City Landfill Vinyl Chloride Plume","RIPON CITY LANDFILL",106.135807,"WID980610190",1
"5632",1909,79390.2963892,1,"SHEBOYGAN HARBOR & RIVER Sheboygan River Reach Locations","SHEBOYGAN HARBOR & RIVER",469.855609139,"WID980996367",1
"5633",1909,79589.6433495,1,"KOHLER CO. LANDFILL Approximate Limits of Kohler Landfill","KOHLER CO. LANDFILL",93.108751734,"WID006073225",1
"5634",1909,80145.1054574,1,"WPSC CAMP MARINA MGP WPSC Camp Marina MGP OU2","WPSC CAMP MARINA MGP",4.63454090772,"WIN000510058",1
"5635",1909,105198.784257,4,"HECHIMOVICH SANITARY LANDFILL Land & Gas Reclamation Landfill Boundary","HECHIMOVICH SANITARY LANDFILL",43.0529671365,"WID052906088",1
"5636",1909,121563.465485,2,"CEDAR CREEK Cedar Creek OU2 Site Reach","CEDAR CREEK",419.8777702,"WID988590261",1
"5637",1909,122560.820765,2,"AMCAST INDUSTRIAL CORPORATION Amcast Industrial Corporation Approx. Study Area","AMCAST INDUSTRIAL CORPORATION",61.9196441884,"WIN000510210",1
"5638",1909,131902.911627,2,"OMEGA HILLS NORTH LANDFILL Omega Hils Landfill Open Site Boundary","OMEGA HILLS NORTH LANDFILL",222.690653291,"WID000808568",1
"5639",1909,132319.107291,5,"OCONOMOWOC ELECTROPLATING CO., INC. Oconomowoc Electroplating Co. OECI Site Boundary","OCONOMOWOC ELECTROPLATING CO., INC.",33.6164051326,"WID006100275",1
"5640",1909,133590.641734,2,"LAUER I SANITARY LANDFILL Lauer I  Approximate Limits of Waste","LAUER I SANITARY LANDFILL",106.029619358,"WID058735994",1
"5641",1909,134580.81188,2,"MOSS-AMERICAN CO., INC. (KERR-MCGEE OIL CO.) MACI(KMGOC) 100 Yr. Flood Plain","MOSS-AMERICAN CO., INC. (KERR-MCGEE OIL CO.)",773.676112154,"WID039052626",1
"5642",1909,143134.286098,4,"MASTER DISPOSAL SERVICE LANDFILL Master Disposal Property Line","MASTER DISPOSAL SERVICE LANDFILL",79.4212209918,"WID980820070",1
"5643",1909,148200.730216,4,"WASTE MANAGEMENT OF WISCONSIN, INC. (BROOKFIELD SANITARY LANDFILL) WMWI (BSL) Property Boundary","WASTE MANAGEMENT OF WISCONSIN, INC. (BROOKFIELD SANITARY LANDFILL)",55.6555366381,"WID980901235",1
"5644",1909,152258.585365,2,"BURNHAM CANAL - MILLER COMPRESSING COMPANY Burnham Canal Site Boundary","BURNHAM CANAL - MILLER COMPRESSING COMPANY",12.4407658983,"WIN000510222",1
"5645",1909,153601.92815,2,"SOLVAY COKE AND GAS COMPANY Extent of EECA Uplands Boundary","SOLVAY COKE AND GAS COMPANY",80.3785613375,"WIN000508215",1
"5646",1909,163552.916112,3,"FADROWSKI DRUM DISPOSAL Fadrowski Drum Disposal Site Boundary","FADROWSKI DRUM DISPOSAL",40.6821239522,"WID980901227",1
"5647",1909,164616.513154,4,"MUSKEGO SANITARY LANDFILL GW Restrictions","MUSKEGO SANITARY LANDFILL",2342.106613,"WID000713180",1
"5648",1909,173025.030096,4,"HUNTS DISPOSAL LANDFILL Hunts Disposal Landfill Property Boundary","HUNTS DISPOSAL LANDFILL",176.758875325,"WID980511919",1
"5649",1909,183716.951273,7,"WHITEHALL MUNICIPAL WELLS Whitehall Municipal Wells Approx. Site Boundary","WHITEHALL MUNICIPAL WELLS",263.021095248,"MID980701254",1
"5650",1909,185050.493935,7,"MUSKEGON CHEMICAL CO. Muskegon Chemical Co. & GW Contamination","MUSKEGON CHEMICAL CO.",385.939787,"MID072569510",1
"5651",1909,196629.521621,8,"OTT/STORY/CORDOVA CHEMICAL CO. OSCC Co. Approximate Site Location","OTT/STORY/CORDOVA CHEMICAL CO.",73.1839763064,"MID060174240",1
"5652",1909,196769.146443,9,"OTT/STORY/CORDOVA CHEMICAL CO. OSCC Co. Approximate Site Location","OTT/STORY/CORDOVA CHEMICAL CO.",317.403164,"MID060174240",1
"5653",1909,201999.35221,7,"KAYDON CORP. Kaydon Corp. Approx. Site Boundary","KAYDON CORP.",50.8323641884,"MID006016703",1
"5654",1909,211961.04008,7,"H.O.D. LANDFILL H.O.D. New Landfill Site Boundary","H.O.D. LANDFILL",45.3522380249,"ILD980605836",1
"5655",1909,222935.246916,7,"JOHNS-MANVILLE CORP. Johns-Manville Corp. Facility Boundary","JOHNS-MANVILLE CORP.",620.270038816,"ILD005443544",1
"5656",1909,223040.744967,7,"YEOMAN CREEK LANDFILL Yeoman Creek Landfill Approximate Site Boundary","YEOMAN CREEK LANDFILL",187.317507103,"ILD980500102",1
"5657",1909,225146.634706,7,"NORTH SHORE GAS (NSG) NORTH PLANT NSG Former North MGP Property Boundary","NORTH SHORE GAS (NSG) NORTH PLANT",36.8199291076,"ILD984807990",1
"5658",1909,225501.406585,7,"OUTBOARD MARINE CORP. Outboard Marine Corp. Combined OU Boundaries","OUTBOARD MARINE CORP.",344.058103177,"ILD000802827",1
"5659",1909,226709.622462,7,"NORTH SHORE GAS SOUTH PLANT North Shore Gas South Plant Site Property Boundary","NORTH SHORE GAS SOUTH PLANT",52.2182219363,"ILD984809228",1
"5660",1909,230418.63046,8,"PETERSEN SAND & GRAVEL Petersen Sand & Gravel Superfund Site Area","PETERSEN SAND & GRAVEL",105.50053459,"ILD003817137",1
"5661",1909,233157.701375,9,"WAUCONDA SAND & GRAVEL Wauconda Sand & Gravel Landfill Boundary","WAUCONDA SAND & GRAVEL",121.954274189,"ILD047019732",1
"5662",1909,267369.510488,8,"PEOPLES GAS NORTH SHORE AVENUE STATION FORMER MGP PGNSASFMGP North Shore Channel","PEOPLES GAS NORTH SHORE AVENUE STATION FORMER MGP",1.88829648863,"ILN000510193",1
"5663",1909,277856.688012,8,"PEOPLES GAS LIGHT & COKE WILLOW ST STATION PGL&C Willow St Station OU2 Boundary","PEOPLES GAS LIGHT & COKE WILLOW ST STATION",10.4019371233,"ILD982074759",1
"5664",1909,278973.311611,8,"PEOPLES GAS LIGHT & COKE - DIVISION ST PGL&C Division St. OU1 Boundary","PEOPLES GAS LIGHT & COKE - DIVISION ST",31.2492090132,"ILD982074783",1
"5665",1909,279118.935234,8,"PEOPLES GAS LIGHT & COKE NORTH STA PGL&C North St. OU1 Boundary","PEOPLES GAS LIGHT & COKE NORTH STA",13.8048675839,"ILD982074775",1
"5666",1909,284610.945154,8,"PEOPLES GAS LIGHT & COKE - 22ND ST Peoples Gas 22nd Street Former MGP","PEOPLES GAS LIGHT & COKE - 22ND ST",21.0583173214,"ILD982074767",1
"5667",1909,285096.851482,8,"PEOPLES GAS THROOP STREET FORMER MGP Peoples Gas Throop St Fmr MGP Approx Site Boundary","PEOPLES GAS THROOP STREET FORMER MGP",26.8556609513,"ILN000510194",1
"5668",1909,285323.499727,8,"PEOPLES GAS SOUTH STATION FORMER MGP PG South Station Former MGP Boundary","PEOPLES GAS SOUTH STATION FORMER MGP",14.147095619,"ILN000510191",1
"5669",1909,285838.823775,8,"PEOPLES GAS CRAWFORD STATION FORMER MGP PGCSFMGP Site Boundary","PEOPLES GAS CRAWFORD STATION FORMER MGP",466.237568491,"ILN000510192",1
"5670",1909,292389.735022,8,"BENDIX CORP./ALLIED AUTOMOTIVE Bendix Corp/Allied Auto Manufacturing Plant","BENDIX CORP./ALLIED AUTOMOTIVE",17.2603232742,"MID005107222",1
"5671",1909,304745.095489,10,"LAKE CALUMET CLUSTER Lake Calumet Cluster Site Boundary","LAKE CALUMET CLUSTER",131.059664415,"ILD000716852",1
"5672",1909,306578.308094,10,"SCHROUD PROPERTY Schroud Site Property Boundary","SCHROUD PROPERTY",138.541631353,"ILN000505540",1
"5673",1909,310523.578052,10,"ESTECH GENERAL CHEMICAL COMPANY Estech Site Boundary","ESTECH GENERAL CHEMICAL COMPANY",105.900599448,"ILD099213498",1
"5674",1909,314403.682978,10,"WASTE, INC., LANDFILL Waste Inc. Site Boundary","WASTE, INC., LANDFILL",56.3572681062,"IND980504005",1
"5675",1909,315635.808119,10,"TOWN OF PINES GROUNDWATER PLUME Town of Pines Site Area of Investigation","TOWN OF PINES GROUNDWATER PLUME",2643.88685845,"INN000508071",1
"5676",1909,332344.649421,10,"CAM-OR INC. Cam-Or Groundwater Plume","CAM-OR INC.",245.541058,"IND005480462",1
"5677",1909,342220.80626,9,"FISHER-CALO Fisher-Calo Two-Line Road Property","FISHER-CALO",352.833677,"IND074315896",1
"5678",1910,12453.092986,1,"FREEWAY SANITARY LANDFILL Freeway Landfill Project Area","FREEWAY SANITARY LANDFILL",297.855120606,"MND038384004",1
"5679",1910,20583.7168814,1,"HIGHWAY 100 AND COUNTY ROAD 3 GROUNDWATER PLUME Highway 100/County Rd 3 GW Plume Approx. Site","HIGHWAY 100 AND COUNTY ROAD 3 GROUNDWATER PLUME",40.0903250731,"MNN000506121",1
"5680",1910,20912.7957127,1,"NL INDUSTRIES/TARACORP/GOLDEN AUTO NL Industries TGA Site","NL INDUSTRIES/TARACORP/GOLDEN AUTO",29.3826504122,"MND097891634",1
"5681",1910,21054.048895,1,"REILLY TAR & CHEMICAL CORP. (ST. LOUIS PARK PLANT) Reilly Tar & Chemical Northern Area Boundary","REILLY TAR & CHEMICAL CORP. (ST. LOUIS PARK PLANT)",476.756145934,"MND980609804",1
"5682",1910,24120.5263439,1,"SPRING PARK MUNICIPAL WELL FIELD SPMWF Treatment Plant #1","SPRING PARK MUNICIPAL WELL FIELD",0.0903874882929,"MNN000502963",1
"5683",1910,25966.4913183,1,"SOUTH MINNEAPOLIS RESIDENTIAL SOIL CONTAMINATION USEPA Arsenic Dispersion Boundary","SOUTH MINNEAPOLIS RESIDENTIAL SOIL CONTAMINATION",10969548.9227,"MNN000509136",1
"5684",1910,26440.9184002,2,"UNIVERSITY OF MINNESOTA (ROSEMOUNT RESEARCH CENTER) UM Rosemount Research Center Property Boundary","UNIVERSITY OF MINNESOTA (ROSEMOUNT RESEARCH CENTER)",15673.6593367,"MND980613780",1
"5685",1910,29576.1992515,1,"UNION SCRAP IRON & METAL CO. Union Scrap Iron & Metal Co. Superfund Boundary","UNION SCRAP IRON & METAL CO.",1.01717071819,"MND022949192",1
"5686",1910,30607.2382665,2,"PINE BEND SANITARY LANDFILL Pine Bend Landfill Site Boundary","PINE BEND SANITARY LANDFILL",873.744622207,"MND000245795",1
"5687",1910,30808.113377,2,"KOCH REFINING CO./N-REN CORP. Koch Refining/N-Ren Corp. - Refinery Area","KOCH REFINING CO./N-REN CORP.",1920.88948132,"MND000686071",1
"5688",1910,31383.2728032,1,"GENERAL MILLS/HENKEL CORP. General Mills/Henkel Superfund Site","GENERAL MILLS/HENKEL CORP.",13.3399086801,"MND051441731",1
"5689",1910,32696.1700583,1,"KOPPERS COKE Koppers Coke Superfund Site Boundary","KOPPERS COKE",80.4558176575,"MND000819359",1
"5690",1910,32798.2996454,1,"WHITTAKER CORP. Whittaker Corp. Site Location","WHITTAKER CORP.",46.7579546777,"MND006252233",1
"5691",1910,33038.1097703,1,"JOSLYN MANUFACTURING & SUPPLY CO. Joslyn Manufacturing Site Location","JOSLYN MANUFACTURING & SUPPLY CO.",74.3819531663,"MND044799856",1
"5692",1910,34729.9453717,1,"FMC CORP. (FRIDLEY PLANT) FMC Corp. Site Property Boundary","FMC CORP. (FRIDLEY PLANT)",75.0564360361,"MND006481543",1
"5693",1910,34867.0656604,1,"FMC CORP. (FRIDLEY PLANT) FMC Corp. Site Property Boundary","FMC CORP. (FRIDLEY PLANT)",59.7930329479,"MND006481543",1
"5694",1910,36821.3538787,1,"KURT MANUFACTURING CO. Kurt Manufacturing Company Superfund Site Location","KURT MANUFACTURING CO.",11.1129995437,"MND059680165",1
"5695",1910,38099.9273469,1,"MACGILLIS & GIBBS CO./BELL LUMBER & POLE CO. MacGillis & Gibbs/Bell Lumber & Pole Site","MACGILLIS & GIBBS CO./BELL LUMBER & POLE CO.",62.1428550313,"MND006192694",1
"5696",1910,38781.2234222,1,"FRIDLEY COMMONS PARK WELL FIELD Fridley Commons Park Limits","FRIDLEY COMMONS PARK WELL FIELD",106.900686136,"MND985701309",1
"5697",1910,40827.9044223,1,"BOISE CASCADE/ONAN CORP./MEDTRONICS, INC. Boise Cascade/Onan Medtronic Site Boundary","BOISE CASCADE/ONAN CORP./MEDTRONICS, INC.",386.199606915,"MND053417515",1
"5698",1910,45721.4073384,6,"DAKHUE SANITARY LANDFILL Dakhue Sanitary Landfill Site","DAKHUE SANITARY LANDFILL",166.033676558,"MND981191570",1
"5699",1910,45973.1710104,2,"OAKDALE DUMP Brockman Dump Site Boundary - Abresch Dump","OAKDALE DUMP",106.636025807,"MND980609515",1
"5700",1910,48754.5286887,4,"WASHINGTON COUNTY LANDFILL Washington County Landfill Site Location","WASHINGTON COUNTY LANDFILL",3264.546068,"MND980704738",1
"5701",1910,51837.9886345,4,"BAYTOWN TOWNSHIP GROUND WATER PLUME BT GW Special Well and Boring Construction Area","BAYTOWN TOWNSHIP GROUND WATER PLUME",15791.0173484,"MND982425209",1
"5702",1910,51934.6146434,1,"SOUTH ANDOVER SITE South Andover Approximate Superfund Site Boundary","SOUTH ANDOVER SITE",105.056439964,"MND980609614",1
"5703",1910,52730.1181675,4,"NUTTING TRUCK & CASTER CO. Nutting Truck & Caster Company SF Site Boundary","NUTTING TRUCK & CASTER CO.",15.5125446687,"MND006154017",1
"5704",1910,52778.923651,1,"WASTE DISPOSAL ENGINEERING Waste Disposal Engineering Site Boundary","WASTE DISPOSAL ENGINEERING",372.738527557,"MND980609119",1
"5705",1910,62311.0934618,1,"OAK GROVE SANITARY LANDFILL Oak Grove Sanitary Landfill Land Management Area","OAK GROVE SANITARY LANDFILL",326.705967294,"MND980904056",1
"5706",1910,69437.7487243,3,"EAST BETHEL DEMOLITION LANDFILL East Bethel Demolition Landfill SF Site Boundary","EAST BETHEL DEMOLITION LANDFILL",200.847674277,"MND981088180",1
"5707",1910,79975.6646004,4,"LEHILLIER/MANKATO LeHillier/Mankato Approximate Site Boundary","LEHILLIER/MANKATO",389.056860747,"MND980792469",1
"5708",1910,101495.42623,7,"OLMSTED COUNTY SANITARY LANDFILL Olmsted County Sanitary Landfill Legal Boundary","OLMSTED COUNTY SANITARY LANDFILL",580.609732,"MND000874354",1
"5709",1911,14603.4923879,4,"FREEWAY SANITARY LANDFILL Freeway Landfill Project Area","FREEWAY SANITARY LANDFILL",297.855120606,"MND038384004",1
"5710",1911,23051.796491,2,"HIGHWAY 100 AND COUNTY ROAD 3 GROUNDWATER PLUME Highway 100/County Rd 3 GW Plume Approx. Site","HIGHWAY 100 AND COUNTY ROAD 3 GROUNDWATER PLUME",40.0903250731,"MNN000506121",1
"5711",1911,23339.8180587,2,"NL INDUSTRIES/TARACORP/GOLDEN AUTO NL Industries TGA Site","NL INDUSTRIES/TARACORP/GOLDEN AUTO",29.3826504122,"MND097891634",1
"5712",1911,23466.4298494,2,"REILLY TAR & CHEMICAL CORP. (ST. LOUIS PARK PLANT) Reilly Tar & Chemical Northern Area Boundary","REILLY TAR & CHEMICAL CORP. (ST. LOUIS PARK PLANT)",476.756145934,"MND980609804",1
"5713",1911,25173.1127882,2,"SPRING PARK MUNICIPAL WELL FIELD SPMWF Treatment Plant #1","SPRING PARK MUNICIPAL WELL FIELD",0.0903874882929,"MNN000502963",1
"5714",1911,27960.4701431,4,"UNIVERSITY OF MINNESOTA (ROSEMOUNT RESEARCH CENTER) UM Rosemount Research Center Property Boundary","UNIVERSITY OF MINNESOTA (ROSEMOUNT RESEARCH CENTER)",15673.6593367,"MND980613780",1
"5715",1911,28514.6082874,3,"SOUTH MINNEAPOLIS RESIDENTIAL SOIL CONTAMINATION USEPA Arsenic Dispersion Boundary","SOUTH MINNEAPOLIS RESIDENTIAL SOIL CONTAMINATION",10969548.9227,"MNN000509136",1
"5716",1911,32082.2554968,3,"UNION SCRAP IRON & METAL CO. Union Scrap Iron & Metal Co. Superfund Boundary","UNION SCRAP IRON & METAL CO.",1.01717071819,"MND022949192",1
"5717",1911,32396.9167044,4,"PINE BEND SANITARY LANDFILL Pine Bend Landfill Site Boundary","PINE BEND SANITARY LANDFILL",873.744622207,"MND000245795",1
"5718",1911,32498.1517215,5,"KOCH REFINING CO./N-REN CORP. Koch Refining/N-Ren Corp. - Refinery Area","KOCH REFINING CO./N-REN CORP.",1920.88948132,"MND000686071",1
"5719",1911,33928.4559135,3,"GENERAL MILLS/HENKEL CORP. General Mills/Henkel Superfund Site","GENERAL MILLS/HENKEL CORP.",13.3399086801,"MND051441731",1
